Beer_ID,Beer_Name,Brewery_ID,ABV,IBU,Description,No_of_Ratings,Style,Overall_Rating
164769,Dead Pony Club,241,3.8,25,"Get ready to gun it down the Pacific Coast Highway through a hop-heavy west-coast wonderland.

This ale is chopped, tuned and ready to roll.

Bright and bracing, Dead Pony* has been crafted from an insane amount of west coast hops to deliver massive citrus aromas. Dive in and the toasted malt base soon gives way to a huge box-fresh hop hit washing tropical fruit, floral hits and spicy undertones all over your palate.

This is a session ale with balls of equine proportions. Laidback, but hop-forward. California dreaming for the craft beer generation.

*no ponies were harmed in the making of this beer.

Malts:Spring Blend, Cara and Crystal

Hops:Simcoe, Citra and HBC",5,['Pale Ale - American'],3.603
947048,Bernie,161104,5,0,Dark and delicious with a full body. A slight sweetness with hints of chocolate and roasted barley.﻿ A great dessert beer that is rich and complex but not too filling.  ,1,"['Stout - Milk', 'Sweet']",3.754
5394,3 Monts,177,8.5,0,,1,['Bi\xc3\xa8Re De Garde'],3.481
1335865,Auburn Fox,15033,4.7,25,"Brewed especially with our bubbly folks at the Brewhouse in mind, this easy going tipple is brimming with all the fruity hop scents of the silly season. Upfront the hops cruise in with a zesty, tutti-frutti character provided by NZ Cascade and Riwaka, a most coveted and distinct hop. The infamous Nelson hop backs up the whole shebang with a red-blooded boost and  judicious bitterness. A smattering of sweet candy-like maltiness and a cool 4.7% ABV, it’s got the goods and is good to go - Perfect for you sly foxes cooling off, and continuing on into the night.",1,"['Red Ale - American Amber', 'Red']",4.1
96597,Gulden Draak 9000 Quadruple,7778,10.7,25,"The extremely rich and complex taste sensation and the stable beer head can also be found in the Gulden Draak 9000 Quadruple. The sweet caramel touches, however, are still reserved for the Gulden Draak.
The new recipe, on basis of 3 different kinds of malt added in a volume of 4 times the content in lager, provide the Gulden Draak 9000 Quadruple with a deep golden amber colour and a fruity scent. Together with the smooth and subtle sweet taste ensures this a wonderfully accomplished bouquet.
Just like the other specialty beers of Brewery Van Steenberge is the Gulden Draak 9000 Quadruple a beer of high fermentation with secondary fermentation. A wine yeast is used for the secondary fermentation, which also contributes to the grandiose taste.",1,['Belgian Quad'],3.958
1242070,Hop Savant Centennial,10568,7,0,,1,['American Wild Ale'],4.041
1260340,Misunderstood,185493,4.8,0,,1,['Lager - Ipl (India Pale Lager)'],3.745
523348,Schmankerl,71820,4.9,0,"Fresh & lively, with typical banana & clove notes.",1,['Hefeweizen'],3.61
1022,Extra Export Stout,272,9,50,,1,"['Stout - Foreign', 'Export']",3.665
523349,Hofgodi,11088,4.5,0,,1,['Old Ale'],2.973
98726,Booyah Apricot Saison,2446,6.5,20,"Complex flavors and aromas come from a variety of sources. Barley malt and wheat help create a smooth body and attribute a pleasant golden hue while the addition of malted rye and oats brings out a solid earthy flavor. The subtle hints of tangerine, peach and licorice are the hallmarks of the particular yeast strain used. ",1,"['Saison', 'Farmhouse Ale']",3.37
1057539,Opus,14417,5,0,Opus is a beer brewed with tea and zest.,2,"['Saison', 'Farmhouse Ale']",3.682
1449122,Squonk,9956,3.7,0,Hoppy amber ale with American and New Zealand hops.,1,['Lager - Amber'],3.391
18010,Rye Wit,3020,4.2,10,"Untraditional Belgian-inspired beer brewed with raw wheat and 15% malted rye; seasoned with coriander and orange peel.  Tongue-in-cheek take on an ancient classic of the beer world.  Delicately spicy, but assertive enough to take on the richest of flavors. ",2,['Witbier'],3.537
147725,"Batch 3,000",2507,10.5,55,,1,['Barleywine - American'],3.858
1199545,Ax Man Rye Ipa,109883,5,40,"C(Hop) C(Hop)!
Full frontal hop assault, goes down spice & easy.",1,"['Rye Beer', 'Rye Ipa']",3.619
13526,Baltic Porter,2682,9,0,"The Duck-Rabbit Baltic Porter is deep, rich and velvety soft. A full blooded roasty character with almost no burnt flavor is balanced by complex alcohol notes. Strong (9% alcohol by volume) yet unfailingly subtle, this special brew rewards unhurried attention. Enjoy! ABV: 9.0%",2,['Porter - Baltic'],3.784
653226,Full Irish,15868,6,65,Single malt IPA - 100% Premium Irish Malt,1,['Ipa - American'],3.86
189878,Naturtrüb,27025,4.8,0,,1,"['Kellerbier', 'Zwickelbier']",3.629
1184631,Pale Ale,186351,6.5,0,,1,['Pale Ale - American'],3.352
882238,Voodoo Doughnut Lemon Chiffon Crueller Ale,4565,6.8,20,"Her your sweet tooth ready because here’s your very first look at a new beer coming to bottles from Rogue.  This beer is part of the pink-bottled Rogue Voodoo Doughnut series of beers and this one is called Lemon Chiffon Crueller Ale.  This sweet lemony treat will be packaged in 750ml bottles and it will come in at 6.8% ABV and 20 IBU.  Stay tuned for release details. 
",1,['Fruit Beer'],3.229
445477,The Statement,75584,14,0,"An exploration of the depth of flavor that can be had in this dark-fleshed cherry which originated in Hungary. The Statement pairs well with grilled pork, and makes a terrific reduction sauce for desserts.",2,['Melomel'],4.439
1092332,La Trappe Quadrupel (2015),110,10,40,,1,['Belgian Quad'],4.041
42656,Heligan Honey,2710,4,0,"A light refreshing bitter, pale amber in colour with distinct hoppy overtones and the subtle addition of real Cornish honey",1,['English Bitter'],3.528
607480,Whirlpool,20827,4.5,50,Unique pale ale bursting with juicy hop flavors of peach and citrus.,1,['Pale Ale - American'],3.952
1236195,Pale,165796,3.9,0,,1,['Pale Ale - English'],0
1340261,Red Flandern Winter,49872,6.3,0,,1,['Flanders Red Ale'],3.602
75829,Gordon Finest Scotch,2313,8,0,,1,['Scottish Ale'],3.359
35055,Triple Chocoholic,4276,4.8,0,"Chocolate malts, cocoa, chocolate essence combines to provide a strong chocolate bouquet and a rich chocolate flavour. Good hopping provides a balancing bitterness.",4,['Stout - Other'],3.853
1292551,Most Wonderful Time For A Beer,32280,10,20,"This beer is our ode to the ugly ducking of Christmas song covers. And we’re so hap-happy to exploit it for our most wonderful Christmas brew. A medieval ale pimped with the type of obscure spices only free-foraging Gaelic’s would dare pluck. A hint of caramel, a dash of black liquorice – this one-off Christmas brew is as thick and vulgar as the song that inspired it.

Some say gruit is an aphrodisiac, that’s your call. But we will tell you this: once you drink it you’ll never be ever to get this f*cking ugly Christmas song out of your head again! Sorry Andy. And a very merry this and that.",1,"['Gruit', 'Ancient Herbed Ale']",3.714
581031,Barley Wine,261,10,0,"We brewed a special beer to keep you warm during the winter months. A barley wine with no less than 10% alcohol. It lagered longer and we added some oak chips during the process. A beautiful, rich heavyweight.",1,['Barleywine - English'],3.671
1327458,Bean Gene (2015),2605,8.5,0,Eugene Porter aged in bourbon barrels and then steeped Dark Matter coffee beans. 2015 release. ,1,['Porter - American'],4.095
1363251,IPA,233009,6.5,50,"Triple dry-hopped with Falconer's Flight, our IPA explodes with aromas of grapefruit, grass and tangerine.",1,['Ipa - American'],3.781
1363256,Forbearance,154997,3.6,5,"At 3.6% this is a restrained little number, we call it a session sour. It is lightly soured and backed with loads of mouth filling biscuity malt and a lovely floral mix of citrusy hops. A balanced, tart and quenching ale",1,['Sour Ale'],3.559
70751,Bianca al Farro,9338,5,0,"Chiaramente ispirata allo stile belga « Bier Blanche», è prodotta utilizzando malto di orzo, malto di grano, farro non maltato, un pizzico di avena, luppoli Styrian Golding e Saaz, oltre ad un sapiente mix di spezie : il risultato è una birra elegante e fresca, molto facile da bere, ma con evidenti e piacevoli sentori di agrumi, liquirizia e vaniglia.",1,['Witbier'],3.35
543077,Cider Tree,99172,6.6,0,"Last year we got the idea to try something a little new here at Hazlitt's and this is the result. Not actually a wine, but a cider! This tart and tasty cider is a fun addition to our wine line up and a special treat for any occasion.",1,['Cider'],3.489
1463213,Kisses & Kittens,1160,6.9,0,Petite saison ale brewed with coriander and orange peel and fermented in oak barrels with Brettanomyces,1,"['Saison', 'Farmhouse Ale']",3.365
1338399,Excelsior! Anniversary 18,705,7,25,"A traditional Baltic Porter featuring complex, mulyi-layered flavors and aroma with American Oak taking center stage.  Notes of caramel, chocolate, toffee with a hint of smoke swirl within this smooth, full-bodied lager. ",1,['Porter - Baltic'],3.821
1202777,Night of the Vampire  (Minus-1 edition),45324,6.6,0,Coffee porter. My first commercial brew!,1,['Porter - Other'],3.665
50062,Pale Ale,1996,5.2,35,"This northwest style pale ale is a confident beer with citrusy character,balanced with layers of malty goodness.",1,['Pale Ale - American'],3.427
516054,Festivus Holiday Ale,7484,7.1,48,,1,"['Herbed', 'Spiced Beer']",3.623
1413346,GötePorter,230028,6,0,"Nutty and lush. Robust in flavour. Complex! Yes, this was a trial and certainly a big win inspired by our original Porter but with a hint of a traditional Brown Ale. We created a beer that has the depth and complexity of a Porte but is lower in alcohol and has the easy drinking style of a Brown Ale… have we created a unique category by itself? Try it and you may be the judge.
 
Grains: Munich Malt, Vienna, Pilsner, Wheat and some speciality dark Malts
Hops: Lubling  
",1,['Porter - Other'],3.302
26887,Pan Zlatni,25662,5,0,Produced since 2009,1,['Lager - Pale'],2.862
237800,Harvest Saison,35123,7.2,0,,1,"['Saison', 'Farmhouse Ale']",3.696
3478,Abbot Ale,612,5,0,"""Hailed by the late beer writer Michael Jackson as ‘one of the great characters of the beer world’, Abbot Ale is brewed for quality of the highest order. Abbot is an irresistible ale with masses of fruit characters, a malty richness and superb hop balance. It is brewed longer to a unique recipe, which makes it the full-flavoured, smooth and mature beer it is today.""",1,"['Extra Special', 'Strong Bitter']",3.271
3479,Affligem Tripel,16791,9,0,"The king of the abbey beers. Brewed since 1074 by the Formula Antiqua Renovate. It is amber-gold and pours with a deep head and original aroma, delivering a complex, full bodied flavour. Secondary fermentation in the bottle. (Temp: 8-10ºC)",1,['Belgian Tripel'],3.728
1170742,Red Tape,179522,5,0,Fruit Wine made with tart cherries,1,['Mead'],3.7
840244,Becoming,73836,6.3,0,Golden sour beer aged in oak barrels with boysenberries.,1,['Sour Ale'],4.326
1384217,Double Dose Sauternes,5289,6.5,0,IPA élevée en barriques de sauternes. Refermentation naturelle en bouteille.,1,['Ipa - American'],4.024
29684,Avenyn Ale,1958,5,0,"Avenyn Ale presents a fresh citrusy aroma that is rounded off by a pleasant bitterness. This very first Dugges beer combines Cascade, Chinook, Centennial, Citra and Simcoe hops for a tropical feel.",1,['Pale Ale - American'],3.488
1368935,Bigfoot (2016),1142,9.6,90,,1,['Barleywine - American'],4.02
1319120,Lychee Pear Pale Ale,157,5.26,30,,1,['Pale Ale - American'],3.572
1441358,Uncanny,7973,5.6,35,"Our American Pale Ale struts a pleasant hop aroma with hints of citrus while the subtle malt character creates a not-so-uncanny balance. Refreshing and crisp in both color and taste, every drop of Mother's Uncanny is deliciously easy drinking. ",1,['Pale Ale - American'],3.475
457385,Adventure,75083,3.8,0,,1,['English Bitter'],2.967
969061,365 Anniversary Pale,110422,5.1,0,,1,['Pale Ale - American'],3.657
5951,Pelforth Blonde,1422,5.8,0,,1,['Lager - Pale'],2.883
387107,Defumada,2207,6.5,0,,1,['Smoked Beer'],2.838
1441043,Cherry Imperial Stout,108668,9,60,,1,"['Stout - Imperial', 'Double']",4.125
5956,Finestkind IPA,1160,6.9,70,"You could say, then, that Smuttynose IPA is a physical salute to the glory of the American hop grower. The citrusy hop flavor coming from a mixture of Simcoe, Centennial and Santiam is pleasantly balanced by a smooth bitterness from the Amarillo hops. The beer itself is light bodied and crisp with a golden color that will throw a slight haze, as we bottle it unfiltered. At 70 IBU's, this is definitely not a training-wheels IPA, but is meant for hop lovers looking to satisfy their craving in a way that's not easy to find. We think they’ll be quite pleased.",1,['Ipa - American'],3.617
5955,Blonde Ale,1258,4.6,11,"It's a brilliant gold, clean cream ale with a smooth flavor. Fermented at cooler temperatures, the flavor is accentuated by a subtle malt sweetness and a delicate crispness from American and Czech hops. 
Hooker Blonde is our most broadly appealing style - enjoyed equally by the dedicated and the new micro drinker.",1,['Blonde Ale'],3.256
311535,Wyoming Sheep Ranch,3461,8.4,0,"After a long wait, our Special Reserve No.5 is pretty much ready.  it’s an 8.4% big, bold, double IPA. It’s fresh, piney, big-bodied and with a bitterness that’ll slap you in the chops.",1,"['Ipa - Imperial', 'Double']",4
1441049,Häxbrygd,12497,5.8,0,,1,['Lager - Dark'],3.065
1128044,Rush Porter,204394,6.6,28,"A robust, malty, and angry dark beer! Harmony between roast, chocolate, and dark fruit compliment the dry finish.",1,['Porter - Other'],3.654
326913,Alexander Keith's Cascade Hop Ale,49965,5.5,28,,1,['Pale Ale - American'],3.157
358134,Half Step Rye Ale,56815,5.4,0,,1,"['Rye Beer', 'Rye Ipa']",3.653
24675,Original,1673,6.6,18,"This is our flagship beer, the one whose discovery led to the formation of the company back in 2003. Since then we have won a string of awards for this beer, most recently its third successive Monde Selection gold award.

Like the world’s great wine and whisky makers we strive for depth of flavour, complexity and mellowness in every beer we produce. Innis & Gunn Original typifies this approach.

Its lengthy 77-day maturation imparts flavours of toffee, vanilla and oak that perfectly complement the beer’s backbone of luscious malt and fruity hop notes. 

The oak helps to give Innis & Gunn Original its appealing colour and also mellow the alcohol character, so although the beer is 6.6%, it’s very smooth and easy to drink.

Malt: Innis & Gunn Ale Malt, Crystal Malt & Raw Wheat

Hops: Super Styrian

Maturation: Bourbon-infused heartwood in our Oakerators®",1,['Scottish Export Ale'],3.605
99703,Double Vienna Lager,18887,7.6,36,Double,1,"['Lager -  Vienna', 'Amber']",3.902
522661,Ware Liefde,23130,10,36,"Ware Liefde is de karamelkleurige “Barley Wine” van 10% vol. alc. De speciale engelse karamelmout (TFS Crystal Malt) geeft het een romige toffee karamel toets. Naar mate het bier ouder wordt, mengt deze smaak met de smaak van de gebruikte  hoppen (Saaz en Fuggles). Die hoppen geven het juist weer een fruitigheid, waardoor de 10% alcohol als licht warmend ervaren wordt. Dit samenspel van romige karamel, fruitige hop en alcholische warmte maakt Ware liefde een complex bier om rustig van te genieten.

Advies: drink dit bier minstens 2 maanden na botteldatum. Dan zijn alle smaken in balans.",1,['Barleywine - English'],3.517
