UID,User_Name,Location,Number of Ratings,Mean Rating
550925,bvvell,Minsk,0,nan
1697729,Timbukbrew,"Charlton, NY",0,nan
2924649,Chris4901,Da 'Burg,0,nan
14101,beerme83,"Houston, TX",0,nan
791225,jbacote,Jacksonville,0,nan
1808398,Turkeylurkey,Markham ON,0,nan
1909008,fatalglass,Brighton,0,nan
2365937,Roeleman,The Netherlands,0,nan
1843445,Brewstad,Milwaukee,0,nan
248952,benglish017,Lex,0,nan
3094324,DruinW,CT,0,nan
2518952,Momof2Bz1Grl,Centreville,0,nan
39682,mrpaul995,"Chandler, AZ",0,nan
328727,,"Umeå, Sweden",50,3.1400000000000001
205422,tefalk,Stockholm,0,nan
1611695,Drews29,"Warrenville, IL",0,nan
393763,sibrowne,London,0,nan
2460722,andyvanlombardo,HelsinkI,0,nan
442513,adrianpantry,East Leake,0,nan
374974,triggernils,"Tilburg, The Netherlands ",0,nan
597835,Ytsejam,"Orlando, FL",0,nan
545445,jstorz,"Seattle, WA",0,nan
1380817,3rik,"Ålesund, Norway",0,nan
809713,markwrigley,Home,0,nan
1220594,LuisFreind,Brasil,0,nan
42751,BapMeister,"Susquehanna Valley, PA",0,nan
2622497,CrazyWOP,"The Woodlands, TX",0,nan
2245779,remoke,Eindhoven,0,nan
1309635,Mwest74,"LansVegas, PA",0,nan
1704533,michaelkendricks,"Chicago, Illinois",0,nan
1704530,myklebust,Stavanger,0,nan
159740,callmemickey,Philadelphia,0,nan
415430,thejunks,"Hampstead, MD",0,nan
1566614,JasonMartian,Oakland CA. ,0,nan
1800053,Delta1207,"Austin, Texas",0,nan
1782746,mgdetmar,Amsterdam,0,nan
1728320,mlacerba,"Palatine, Il",0,nan
203971,SeanPlace,"Syracuse, Ny",0,nan
22235,guitarza,Cow City,0,nan
169952,itcamefromthesea,Minneapolis,0,nan
1614670,geerthoeben,Asten,0,nan
842351,mgomulcz,KRK,0,nan
655086,JordTBrooks,"Laingsburg, MI",0,nan
520924,flibble,Gloucestershire,0,nan
2756974,verahk,Oslo,0,nan
801400,Jpallino,"The Well, NJ",0,nan
616666,SimonKimberley,Gildersome ,0,nan
85211,nickd1876,Australia,0,nan
1186749,Philipwolf,"1458 W. Melrose Chicago, IL",0,nan
497281,Tapaspetter,#uå,0,nan
2068873,bbutlerau,Sydney,0,nan
1670578,JeroenLin,Amersfoort,0,nan
30336,skurnie,"Ann Arbor, MI",0,nan
940972,,Hidden Valley Indiana,50,2.96
1720041,Moodyblues84,"Ann Arbor, MI",0,nan
486813,Friendly_Rob,Amsterdam,0,nan
740423,Erki,Svelvik øl og fanteri.,0,nan
3129534,Blaze2424,"6330 Camino Way, Madison, Wisconsim",0,nan
1425079,Techdeth,"Liberty, Ky.",0,nan
779008,PapaEmeritus,"Redwood City, CA",0,nan
2825177,Exedore,Brixton,0,nan
2764760,AndrewSWRT,Craigie Western Australia ,0,nan
1529894,BigWooly1013,Dallas,0,nan
1378555,sloterdijk,Zaandam Netherlands,0,nan
328611,adnielsen,"Fort Collins, Colorado",0,nan
1631422,Biergraf,Stralsund,0,nan
95528,tannedgecko,South Hadley. MA,0,nan
769859,fjodde,Stockholm,0,nan
88813,shredZILLA,Philadelphia,0,nan
1700545,Time4aCraftBeer,Tolland,0,nan
1226398,MrWx,East Peoria,0,nan
2672968,29j0ne5y,Erskineville ,0,nan
22349,Stinger,"Plains, Pa",0,nan
483538,BuffaloWhiskeyGuild,"Buffalo, NY",0,nan
2093641,Hakkis,Kløfta ,0,nan
1902818,Pjantza,Bussum,0,nan
1892131,Treadrunner73," Baton Rouge,La",0,nan
584388,joedelta,Prins Alexander,0,nan
1531145,dstrait,"Downingtown, PA",0,nan
1439869,Watts78,Where there is beer,0,nan
42673,mysongodzilla,"Vista, CA",0,nan
1236919,Kjellis85,Tromsø,0,nan
1237222,possum37,14612,0,nan
4905,,dc,50,3.5449999999999999
149219,hshukla,Toronto,0,nan
1736294,marcor15,"st. Paul,mn",0,nan
3103390,bjl2911,Hamilton,0,nan
242350,trrine,Oslo,0,nan
458754,rangernate,"Easton, Pa",0,nan
282971,palbanese,"Boston, MA",0,nan
749747,TheCodyVision,"York, PA",0,nan
221250,maxicurry,Sapporo,0,nan
911739,danpickell,"Pottstown, PA",0,nan
2129736,beringarius,Sinj/Zagreb,0,nan
34725,,"League City , Tx",46,3.5543478260869565
2866925,kdyskin,Calgary,0,nan
726939,Oystein,Drammen,0,nan
2985835,NinerJimmy,"New Braunfels, TX",0,nan
29649,JohnnieMonkey,"Dekalb, IL",0,nan
1705255,Beeralot,Tiel,0,nan
1603272,Chuck2799,The Money Pit,0,nan
387193,Kfin83,Downingtown,0,nan
173163,Skulls,St. Louis,0,nan
611103,beavisweavis,chicago,0,nan
1394687,DonTM,Fislisbach,0,nan
2733082,Heroenimus,Goor ,0,nan
2127560,JPThomsen,Florø,0,nan
455700,Cptgumby,Old Soldier brewing,0,nan
1477675,Narez,Nor cal,0,nan
363544,RascalScooter,Real Nice Clark,0,nan
1859695,theipamyth,Barrie,0,nan
493538,supabitch69,Boston,0,nan
1432427,RBMS,Rio de Janeiro,0,nan
796160,surplusmonkey,Germantown MD,0,nan
2980129,Erica2rover,Birmingham,0,nan
369738,,Beek-Ubbergen,50,3.75
170067,oski05,WYOMING MICHIGAN,0,nan
1539431,MattGemmell,Orlando,0,nan
2139876,remcoterlouw,waar altijd een biertje voor je koud ligt,0,nan
407251,zweistein,Delft,0,nan
247337,abcdefghijkyle,NJ,0,nan
1937553,outlawpistol24,"South Portland, ME",0,nan
2909550,Johanalbert,Fam Alberts place,0,nan
586564,bennett71,"Southington, CT",0,nan
299985,Altman,Portland ME,0,nan
838710,James92,"Brisbane, Australia",0,nan
203907,joyce77,O-H-I-O,0,nan
1167017,hav0120,Jensen Beach,0,nan
882320,gazbo,Sheffield,0,nan
651128,ERo,"Washington, DC",0,nan
2966026,FonSanders,"Huissen, Gelderland, the Netherlands. ",0,nan
70624,Brady_Brew,"Eden Prairie, MN",0,nan
438331,SuperKeg,"Roosevelt, NY",0,nan
89099,kristincedar,"New Orleans, LA, USA",0,nan
2658286,Godzilleer,"Martinsburg, WV",0,nan
2109892,Funk_Brother,Tampa,0,nan
543756,tiffsterphilly,Jacksonville ,0,nan
1097712,fdgo,Strasbourg,0,nan
2993951,BangBiscuit24,"Plains, PA",0,nan
283137,luckyjason,"Portland, Oregon",0,nan
636818,ROCHopHeads,"Rochester, NY",0,nan
824687,LeeMallard,Leicester,0,nan
2703800,Jmw1483,"West Chester, PA",0,nan
1090515,Blyzzard85,"Largo, FL",0,nan
1079051,dhmink,"Saint Louis Park, MN",0,nan
1669760,amorgans88,"St. Louis, MO",0,nan
1254145,Widarwidar,"Vång, Sweden",0,nan
2266052,Kooks14,"Perth, Western Australia",0,nan
1706309,koza,Lodz,0,nan
53727,robbence,Saint Louis,0,nan
1294801,Wolfshade,Minsk,0,nan
33648,jandy41,"Atlanta, GA",0,nan
624126,davidgeorgepiano,United States,0,nan
904310,WizzD,NC,0,nan
2803164,Theclarkspeakeasy,Philly,0,nan
849348,polskikrol,"Carteret, NJ",0,nan
378967,TomB11,Madison WI,0,nan
2370941,Dsataline,"Wethersfield, CT",0,nan
2421243,JCahill92,"Wilmington,DE",0,nan
1206928,joikakaka,Siriusveien Spa og Hæmkok,0,nan
384713,BDizzleDMD,"Sacramento, Ca",0,nan
2965473,kpike1,Central MA,0,nan
796088,minerce,"Iowa City,IA",0,nan
333630,asky3,Palmyra NJ ,0,nan
143564,LuckyL13,"Tulsa,OK",0,nan
142879,linusk,Bristol,0,nan
188722,myowndevices,"Burlington, Ontario",0,nan
1894442,Ernesto_55,"Savage, MD",0,nan
380063,colinor86,"Greensboro, Aberdeen, Wilmington, NC",0,nan
2626779,Anotheruglypanda,Glossop,0,nan
536329,mrgoat,"fleet, hampshire",0,nan
1804599,luarnabailada,Begonte (Lugo),0,nan
3062890,blezaic,Zagreb,0,nan
9638,sherrikcd,"Makaha, HI",0,nan
3151428,dobroeutro,Moscow,0,nan
2171868,KMentzel1022,"Nashville, TN",0,nan
662487,joneu19,"Reading, PA",0,nan
58151,dawolff10,"Olathe, KS",0,nan
1769388,mattschwartzkopf,London,0,nan
34489,mjwedeking,So Cal,0,nan
2149632,jfricke84,"Birmingham, AL",0,nan
1399782,Troutbum214,sepa,0,nan
2160684,Velz,NYC ,0,nan
1095866,a222nne,"Oakland, CA",0,nan
6931,navin,Pasadena,0,nan
194063,gmcoloco,Itapira - SP - Brasil,0,nan
1891704,Stooboo,Mansfield,0,nan
1006268,Cecco,Monterchi,0,nan
2954774,Formentor,Bavaria,0,nan
1315855,WhiskyVultures,instagram.com/whiskyvultures,0,nan
114324,Jeremy13586,Pittsburgh,0,nan
2296946,miroleite,"São Paulo, SP, Brazil",0,nan
1456479,Tiiffi,Western Finland,0,nan
103375,joebeer87,Philadelphia,0,nan
1473775,alexis_loves_craft,"Louisville, Kentucky",0,nan
203055,OKBEERDICK,Oklahoma City,0,nan
116611,ggooglyboogly,chicago,0,nan
1294548,Me-and-Wimp,Moscow,0,nan
717972,Boats,haven,0,nan
1782889,NSP,"NSPsculpture, Cape Girardeau,MO",0,nan
85187,DoubleACantu,Houston,0,nan
372282,CCox,Texas ,0,nan
322395,CroninD,"Charlotte, NC",0,nan
1686739,imamascaras,Edo,0,nan
2002946,johnboy1781,Zachary,0,nan
2508373,combatmodeller,Durham,0,nan
2526563,petrisal,"Salo, Finland",0,nan
1193217,Ed_singleton,Frankfurt,0,nan
1015304,DumpOnFace,"Reading, PA",0,nan
254623,Rc70Duster,Brook park,0,nan
1964320,vlt666,Brisbane ,0,nan
1748265,keramey,Indiana,0,nan
3042761,JoostMul,Gouda ,0,nan
1116509,Cfisher16,Fish's Cave,0,nan
144602,koeman,burnley,0,nan
2602808,Nimbus39,Havdrup,0,nan
2509182,Giantsbane,Valhalla,0,nan
1367204,JJproeftbier,Liempde,0,nan
469403,Humulene,New England,0,nan
1214096,Zomme,Breda ,0,nan
779767,inkydinkydude,"Pittsburgh, PA",0,nan
442049,mbrakert,"Vriezenveen, The Netherlands",0,nan
2243615,Mikejduncan,Bracknell,0,nan
212923,krazykarlwithcheese,"Houston, TX",0,nan
1769708,qawaq,Arnhem,0,nan
171993,nickmentnech,maryland,0,nan
325322,tonybest,Nantes,0,nan
330249,JJones72,North Columbus,0,nan
955983,Launchpad_McQuack,Belmont,0,nan
107059,EThalacker,BoneHead Brewery,0,nan
51665,ostey,"Carlsbad, CA",0,nan
366964,hcalsos,Norway,0,nan
2211673,Dyork4,Almyville CT,0,nan
638273,Jberth2000,"Wrentham, MA",0,nan
387088,Jamiedodd,"Somerville, MA",0,nan
2051133,Uncle_Fista,Rugeley,0,nan
2762860,Nicko72,"Stenslund, Falun",0,nan
755563,hovenko,Norway,0,nan
1609978,Jardving,Göteborg,0,nan
748059,Shian,Hamburg,0,nan
1045199,LoriHarper,"Pennsylvania, USA",0,nan
3035820,jmayarsenal23,Ofallon mo,0,nan
295598,Gatordaddy,"Millersville, MD",0,nan
1413954,Marko23,Sheffield ,0,nan
56098,dta9316,Washington,0,nan
633014,pslorenz,Wake Forest,0,nan
2018279,markoyli,Lintula,0,nan
831426,Takayuki,Hiroshima,0,nan
1357367,isaknordgren,Stockholm,0,nan
833672,fatallyours,Sydney,0,nan
1259636,Pranqitallup,El Castillo,0,nan
940140,shareabevwithmev,Stourbridge,0,nan
63125,Club-Belgique,CT,0,nan
1325475,Rue_Star,"Tulsa, OK",0,nan
165257,Rookiej,"Dublin, CA",0,nan
823818,Mattdunkin,"Columbus, Ohio",0,nan
1918774,Awiberg1286,Denver,0,nan
329084,Dpod,Brick NJ,0,nan
1612033,weltschermz,wiltshire,0,nan
348615,LviS,Hartford,0,nan
2323202,TokyoBreakfastStout,Tokyo,0,nan
45383,manniecobb, Arlington,0,nan
469878,mightymightymax,"Vienna, Austria ",0,nan
2106612,Jonteball,"Örebro, Sweden ",0,nan
129287,TeaCoffey,Hobo,0,nan
791984,BloodSweatNBeers,Red Hook,0,nan
230467,Runswithbeer60,Poplar Bluff MO,0,nan
1490618,bisdorffclaude,Bettembourg,0,nan
2871539,JimCrutch,Kansas,0,nan
1414897,camiloti,Cascavel PR,0,nan
2530258,MatthewHopHead77,"Springfield, MA",0,nan
1616098,DisMaster,"Walnut Creek, CA ",0,nan
2321542,gbcraftbeerdave,"Casa del Pickering, Green Bay WI",0,nan
2135619,Eddiekickass,Trondheim,0,nan
817105,NoC-pip,"South Yorkshire, England",0,nan
29758,aimo9,MN,0,nan
154832,Figgelito,Kungsbacka,0,nan
2910498,TeamNF,Florida,0,nan
762702,lacie,"Aalborg, Denmark ",0,nan
50094,fmeys,Nederland,0,nan
975324,darrenlonghorn,Bingley,0,nan
377217,ratboycom,Nagoya,0,nan
572110,RodMahoney,Tampa Bay,0,nan
2075574,Katuvalas,Helsinki,0,nan
2128878,drcarey,Amherst Ave Wilkes-Barre  ,0,nan
32256,mapsonjeff,"tempe,AZ",0,nan
1122607,Petemel1,"Meriden, CT",0,nan
2471972,TheHopsterClub,Tournai,0,nan
512250,rafthebrew,"Genève, Switzerland",0,nan
1141461,Dilly03,"St. Paul, MN ",0,nan
512259,joestanhope,"Chicago, IL",0,nan
1059737,gunnerdom,"Ottawa, Canada",0,nan
506462,stedi,"Helsinki, Finland",0,nan
1913839,therealmckee,"Portland, OR",0,nan
2516167,Vuched,Stockholm,0,nan
3168824,Stig-J,Broager,0,nan
537047,UnreliableNarrator,"Austin, TX",0,nan
165133,digoreisnet,São Paulo - SP - Brazil,0,nan
337297,reallifestory,"Avoca, PA",0,nan
2579740,JayOui,Berkeley Lake,0,nan
2015386,Helge83,Åkra,0,nan
1176803,1959lespaul,Staten Island,0,nan
1686882,francesco_moz,"Verona, Italy",0,nan
2104814,Skbiernacki,Booboo's Landing ,0,nan
392139,DaveMK,Somerville,0,nan
2459291,DonniePyjamas,Carrollton ,0,nan
180900,dhalihalama,"springfield,ma",0,nan
1519693,PeteFallsEast,Philadelphia,0,nan
1124613,StoutGuy29,"Superior, WI",0,nan
131153,tstetz,"Pittsburgh, PA",0,nan
64661,cooper0838,mass,0,nan
1190582,SacGal,KEELEE Bier Haus,0,nan
1300386,adwileski,Atlanta,0,nan
679744,Piqquam,"Helsinki, Finland",0,nan
370044,Businesstiger,Glasgow,0,nan
479976,ecanziani,"San Diego, CA",0,nan
634249,NativeNewYorker,"Savannah, Georgia",0,nan
1744179,Egel,Groningen,0,nan
995758,becerick,austin ,0,nan
227617,fishwater,"Knoxville, TN ",0,nan
1845270,coastierox,Chateau Hess,0,nan
874829,Africal,"Portland, OR",0,nan
1271857,BBinns,"Gouldsboro, Maine ",0,nan
2876039,yhoogesteger,Eindhoven/Maastricht,0,nan
1895434,ChunkyLover76,Toowoomba,0,nan
1268185,ssoden,"Westville, NJ",0,nan
1961023,ministerofmagic,Baltimore ,0,nan
498573,GGGUnit,Chicago,0,nan
861746,D_Flint,"San Antonio, Tx",0,nan
160065,tills24,"Meriden, CT ",0,nan
896378,TerrisBeer,Burnaby,0,nan
2374787,Espenbuksesele,Buksesele's residens,0,nan
1935205,,South Carolina,14,3.5
41662,cash,Alexandria,0,nan
1064397,Corinda,Seattle,0,nan
87872,fouskc02,Raleigh ,0,nan
130468,toddf,"Concord, NH",0,nan
2392357,BlackBender,Capital of the world,0,nan
1422696,,Beervana ,50,3.3100000000000001
3002507,bgamblin,"Grand Forks, ND",0,nan
150834,3gigtoshiba,"Manheim, PA",0,nan
150832,sararose,Chicago,0,nan
252702,BradG83,"Dallas, TX",0,nan
1909448,mgilborne,Sweden,0,nan
2134533,lthannibal,Leusden,0,nan
110065,nagles,Waupun wi,0,nan
789797,icsnipe,"Tulsa, OK",0,nan
1387510,thephilosopher,"Natick, MA",0,nan
1398111,hrwvt,Vermont,0,nan
1019512,Klijn,Heemskerk,0,nan
1526881,cjmcgow,Sterling Heights ,0,nan
14036,orangesol,"Harrisburg, pa",0,nan
2530528,MakeijanCT,"Cartagena, Spain",0,nan
2975999,MacDre,Warszawa,0,nan
1195997,Justinlyntz,"Tallahassee, FL",0,nan
1848294,Primerez,"San Antonio, TX",0,nan
1809552,The_Est,RI,0,nan
1680592,Nalnada,Batavia ,0,nan
25978,ccg1978,Chambersburg Pa,0,nan
27111,jemcdona,"Houghton, MI",0,nan
321780,BaltimoreBeer,Baltimore Maryland,0,nan
2014242,Graffiti_Vandal,Winnipeg MB,0,nan
266715,Malefactor,"Portland, OR",0,nan
110173,BigD-UK-,Huddersfield,0,nan
920493,DGHayden,"Norfolk, VA",0,nan
2769516,PeepingTom,Turku,0,nan
541940,Calbear1,Los Angeles,0,nan
372826,titodabull,indiana,0,nan
2693731,dgri,Switzerland ,0,nan
1136917,Tshep,South Carolina,0,nan
1349220,Synthwolf,Chicago,0,nan
1319984,faustocaires,Arujá,0,nan
2122404,Reinecke,Frick,0,nan
48535,ChuckSnow,Largo,0,nan
1129194,LamBalls,"Worcester, MA",0,nan
302795,shelfsidemike,"Buckingham, England.",0,nan
39223,Jgunds,Hayward,0,nan
1035863,gibbo067,Vancouver,0,nan
302793,lilmiss,"Ft. Lauderdale, FL",0,nan
1463883,oconingham,"Glastonbury, Somerset",0,nan
2461159,AwildaBeast,Delaware ,0,nan
464204,,Derby,50,3.5600000000000001
1193408,MPiekarski,Krakow,0,nan
978942,AngiefromtheTrueNorth,The True North,0,nan
1866853,ryanhayashi,"Fresno, California",0,nan
2083790,m_schacherer,msp,0,nan
2398763,Dobby67,"From Sydney, Australia ",0,nan
336180,fjakobsson,"Hudiksvall, Sweden",0,nan
876091,,Raymore Missouri ,50,4.375
3097335,Jmiller68,North Reading,0,nan
3114486,OldFriendJon,Cambridge,0,nan
712288,Groovingrl18,"Chicago, IL",0,nan
14528,elproducto,Parry Sound,0,nan
682511,SpectreForeman,Scarborough me,0,nan
1682552,snid_56,"Jonesville, MI",0,nan
1143394,SeanBaranski,"Cambridge, Ontario ",0,nan
1943571,Volker1968,Syke,0,nan
1142882,ct3415,"New York, NY",0,nan
59987,mjg73,"Thatcham, Berkshire, UK",0,nan
1613601,pjt8pt,Alberta,0,nan
1484574,tjherd7,"Portland, OR",0,nan
266659,armagebedar,"Tokyo, Japan",0,nan
1035107,Habs31,"Fredericton, NB,Canada",0,nan
3090951,McCormmick,Lisbon,0,nan
861893,Ajsch77,"Poznan, Poland",0,nan
2318973,andreani6,Pesaro,0,nan
65363,nachos4two,The Cellar,0,nan
51320,evansbm,Yardley,0,nan
1332963,RaynorUE,San Diego,0,nan
51323,paulb16,PA,0,nan
334761,Vector,Moscow,0,nan
3080879,JeffKing,Sunrise,0,nan
2727226,Trtincher12,Houston ,0,nan
1483720,gallichanm,Sao Paulo,0,nan
2971981,vangeck,Clinge,0,nan
1111611,pvtop,Bibbiena,0,nan
1672905,Ekorra,Sogndal,0,nan
2549534,jpsexton,MA,0,nan
285579,Nobuddrkhb,"Cypress, CA",0,nan
633759,magr01ino,Gmunden,0,nan
1213027,timmill25,Tim's Pub,0,nan
1967433,marcushayes395,Stockholm,0,nan
3008862,WotanmexSLP,Mex,0,nan
2849755,Pepedor,Hämeenlinna,0,nan
119929,mrshields,MN,0,nan
2346962,StaleMortveit,Skjoldavikvegen 182,0,nan
39381,annothername,"Lovely Michigan, Livonia  & Northport",0,nan
194087,evanjbrown,"Sioux Falls, SD",0,nan
1066339,grpii,"Valparaiso, IN",0,nan
910707,tacompton,"bend, oregon",0,nan
745366,Jaccobie,Ithaca & Roc NY,0,nan
477134,ashleycrowley,"Seattle, WA",0,nan
412086,EvilAsh_Steve,Swoyersville PA,0,nan
1630302,Drunkenfly87,"Spokane, WA",0,nan
55268,TylerLee83,Indianapolis,0,nan
104492,Jeff-E,Jeff's house of fine craft beer,0,nan
194027,thelnec,"Huntington, WV",0,nan
941841,Kaerulius,Moscow,0,nan
1279451,reebtaerG,"Tracys Landing, MD",0,nan
1327552,bazancita,"Santa Cruz, Ca",0,nan
179443,kzat82,"Gainesville, FL",0,nan
125090,brewale,St Louis,0,nan
449556,pjaugust,Cali,0,nan
37071,glennoi,Vietnam,0,nan
2642424,Zuez,Mi Casa Su Casa. Salud!!,0,nan
15250,mllucas,DC Metro ,0,nan
2495705,Dhawkes,904,0,nan
1305488,mabakker,"Delft, Netherlands ",0,nan
1172964,jtintex,McKinney,0,nan
2888715,DwarfeD,Amersfoort,0,nan
92692,mugtr,reading,0,nan
1654333,nemworldwide,"Wheaton, IL",0,nan
2274307,DLZT,Münster ,0,nan
865209,Rolle88,Michelfeld ,0,nan
188270,zoukeeper,Kansas City,0,nan
364515,kilenny,"Gothenburg, Sweden",0,nan
1036908,slixon,"Portland, Oregon",0,nan
1628217,Mwolko04,"Southlake, TX",0,nan
987343,mjs8143,Quad Cities,0,nan
182811,avanagtmael,Grand Rapids,0,nan
1539754,Dickel,Dick's place,0,nan
67305,Boroie,"Cork, Ireland",0,nan
81737,DuckFan1316,"Federal Way, WA",0,nan
2156552,Davidoff1989,"Gerritsonplein 76, Eindhoven",0,nan
1664126,nickolaimacpherson,Lillestrøm,0,nan
701703,gin_soaked_boy,Kabelvåg,0,nan
2179490,Newhuis,Gemert,0,nan
440667,HTMLSpinnr,"Surprise, AZ",0,nan
1510430,PhilCrowell,Jarrow,0,nan
157644,bcurry,Casa de Curry,0,nan
1510433,Fiberfar,Trondheim,0,nan
1569802,ctfit4life,Whereurnot,0,nan
97600,gpacana,"Naperville, IL",0,nan
98172,plot,Star Command,0,nan
1630114,Mrbibbs,Milky Way,0,nan
202977,aschwab,"Austin, TX",0,nan
858767,phronx,Broekhuizenvorst,0,nan
1974101,vegardhw,Trondheim,0,nan
2875882,BrunoBortolanca,The Netherlands ,0,nan
387631,craftingduca,South Jersey,0,nan
46731,bertkessels,"Hulten, The Netherlands",0,nan
387639,kalahari,"San Francisco, California",0,nan
2758963,GHolding,Poole,0,nan
131470,ismay9,"Forest Grove, OR",0,nan
891453,drimels,Ohio,0,nan
2990414,WestSaltoun,Scotland,0,nan
1668318,arvesv,Oslo,0,nan
168869,Stoopy645,"Nashville, TN",0,nan
123056,crg144,"Harrisburg, PA",0,nan
129536,bugdoc,"Humpty Humpin', CA ",0,nan
2701434,jrfilho,Rio de Janeiro,0,nan
876450,,Detroitish.,50,3.6150000000000002
2654292,javigontz,Bilbao,0,nan
5155,mybeerbuzz,PA,0,nan
680103,andersonmachadom,Anápolis-Goiás ,0,nan
1848110,Beerguy50,"Halifax, NS",0,nan
785584,Grantesq,Ferntree Gully,0,nan
406342,bobawallace,sir robert' home,0,nan
55664,planbee,"Mebane, NC",0,nan
2043327,Rimondi12,CT,0,nan
2165688,hotwingsandcoldbeer,Buffalo NY,0,nan
1513607,Sozzle,Beverley UK ,0,nan
256421,davidfromsweden,Stockholm,0,nan
1014643,Urquie,Chicago,0,nan
1983594,PrinzLeichenblassAdam,velbert,0,nan
2988906,Beerbuddy00,CG NJ,0,nan
2501085,Ponlarsson,Sweden,0,nan
102461,dkj29,Boca Raton,0,nan
9730,omfgroflcopter,"Chicago, IL",0,nan
123533,mjr747,"Oak Lawn, IL",0,nan
2801957,chefmacattack,The ROC,0,nan
2162032,MikeHock,"New Haven, Connecticut",0,nan
878271,jessicancarlson,"New York, NY",0,nan
477692,majcmedc,Aalborg - Denmark,0,nan
1873055,steved863,"Winter Haven, FL ",0,nan
3064392,Sharx,Hun,0,nan
2771624,MarkyNorbs,Collaroy NSW,0,nan
424401,Herrente,Adelaide,0,nan
3113646,peterjongbloud,CT,0,nan
1947303,Wimmz,"Los Altos, CA",0,nan
2508243,petertrimbach,breda,0,nan
128220,SWelborn04,"Durham, NC",0,nan
624,SCarrier,"West Hartford, CT",0,nan
713281,Quinner17,"Edmonton, Ab, Can",0,nan
1497516,IamTheWalrus,RVA,0,nan
828084,Shoeme01,Dayton,0,nan
2019523,freddybeers,exton,0,nan
1465693,lobaugo,Pittsburgh,0,nan
1745807,Gerstje,Tilburg,0,nan
1150793,sdickman,West Seneca,0,nan
2144902,Jcm1000,"Downingtown, PA",0,nan
860154,Dominique_Eva,"Dunedin, FL",0,nan
186405,meggysue007,ohio,0,nan
96211,aidster,Sydney,0,nan
851078,Fyrdawg,Cuyahoga Falls,0,nan
1076458,DustyF4432,Tennessee,0,nan
309272,Jasontwing,Dublin Ohio,0,nan
3088050,Paulustrus,Oss,0,nan
1274403,sjmaley,"Perth, Western Australia",0,nan
359370,bpiano,"Allentown, PA",0,nan
11979,passivecrimes,"Miami, FL",0,nan
202636,booyay,"Knoxville, Tn",0,nan
1211486,MmmBeer82,"Agoura Hills, CA",0,nan
26051,ronfreiberg,"Lancaster, PA",0,nan
1664268,Fendermb4,CT,0,nan
1434511,marcelolmm,Rec / Jpa,0,nan
49822,toalexandr,Moscow/Riga,0,nan
1394361,bullride8,"Leavenworth, Kansas",0,nan
180547,pellasax,"Raleigh, NC",0,nan
2392574,JonnyRotten,Cincy North,0,nan
335927,Ludahl,Sandefjord,0,nan
3123962,wilco1985,helmond,0,nan
3118951,Heffes,31591 N. HWY 122 Miami MO 65344,0,nan
2432457,RDC1AAN,Maastricht,0,nan
1328355,CarterDist,"Chattanooga, TN",0,nan
2730870,dawson_28,Consumption Junction ,0,nan
320746,shannon_craft,so indiana,0,nan
11631,mamamonroe,"Denver, CO",0,nan
421012,BrownJake,"windsor, co",0,nan
450507,truse,"Austin, TX",0,nan
1629510,hoppiefello,"Tripoli, IA",0,nan
705072,Maguire815,"ATL/Bethlehem, PA",0,nan
1737491,Robbelee,Home at the bar,0,nan
220432,marcustein,"Stockholm, Sweden",0,nan
1755626,douglasramone_,Jaraguá do Sul,0,nan
1190945,Jameswickham,Manchester,0,nan
2884992,toymachine7412,PA,0,nan
437378,astranomical,"Halifax, West Yorkshire, UK",0,nan
2156867,klep28,"Federal Way, WA",0,nan
2259787,Davis365,Houston,0,nan
893971,loopydude,Philadelphia,0,nan
333811,Amr321,Vermont. ,0,nan
880757,BadAsHeck,Hidden Rebel Base,0,nan
2493995,Rogerlie,Blåbærstien,0,nan
1067540,Trigno1,Louth ,0,nan
2273460,Fusgaard,Aarhus,0,nan
1824200,iPub,Moscow,0,nan
297103,,"Tokyo, Japan",50,3.9700000000000002
616356,Yngvez,Slemmestad ,0,nan
2093653,Houtmankutkop,@Glasbak Javastraat,0,nan
620356,Bbaker41,"St. Louis, MO",0,nan
1098855,drk1983,Sauk Rapids MN ,0,nan
592380,suckaj,"Orlando, FL",0,nan
20752,eflorida,Silicon Valley,0,nan
93476,sareid,"Kissimmee, FL",0,nan
135248,herblackwingsii,"OC, CA",0,nan
1228614,Sergioricardomiranda,Itajai SC Brazil,0,nan
2505303,Runeri,Frederikssund,0,nan
977391,,Melbourne,50,3.3050000000000002
87351,Garza,Oslo,0,nan
245278,,"Allen, TX",50,4.1749999999999998
123562,marklapierre,Tampa,0,nan
445813,Eric_CooleyIPA,"Wilmington, DE",0,nan
38103,NessNess,New Jersey,0,nan
2301681,,Finland,48,3.6197916666666665
2556102,JammaLamma,"Arlington, Ma",0,nan
