"X","ColID","Beer","Origin","Style","ABV","Ratings","rating","reviews","state","region"
965,"953","Cooperstown Benchwarmer","NY, USA","Porter","6.30%","3.633 (9)",3.633,9,"NY","new york"
966,"954","New Belgium Lips of Faith Le Fleur Misseur","CO, USA","Belgian Ale","6.20%","3.633 (9)",3.633,9,"CO","colorado"
967,"955","Russian River IPA","CA, USA","IPA","6.50%","3.633 (9)",3.633,9,"CA","california"
968,"956","Captain Lawrence Captains Reserve Imperial IPA","NY, USA","Imperial IPA","8%","3.633 (9)",3.633,9,"NY","new york"
969,"957","Rogue Charlie 1981","OR, USA","Strong Ale","8.50%","3.633 (9)",3.633,9,"OR","oregon"
970,"958","Stone Go To IPA","CA, USA","IPA","4.50%","3.633 (9)",3.633,9,"CA","california"
971,"959","Rogue Farms 7 Hop IPA","OR, USA","Imperial IPA","8.02%","3.633 (9)",3.633,9,"OR","oregon"
972,"960","Pizza Port Bombshell Barleywine","CA, USA","American Barleywine","9.80%","3.633 (6)",3.633,6,"CA","california"
973,"961","Real Ale Shade Grown Coffee Porter","TX, USA","Porter","-","3.633 (6)",3.633,6,"TX","texas"
974,"962","General Lafayette Imperial Stout","PA, USA","Imperial Stout","8.90%","3.633 (6)",3.633,6,"PA","pennsylvania"
975,"963","Russian River Depuration","CA, USA","Blonde Ale","7%","3.633 (6)",3.633,6,"CA","california"
976,"964","Iron Hill Lambic","DE, USA","Unblended Lambic","5.20%","3.633 (3)",3.633,3,"DE","delaware"
977,"965","The Bruery The Wanderer","CA, USA","Wild Ale","8%","3.633 (3)",3.633,3,"CA","california"
978,"966","Cigar City Humidor Series Marshal Zhukovs Imperial Stout","FL, USA","Imperial Stout","11%","3.633 (3)",3.633,3,"FL","florida"
979,"967","Thomas Creek Banana Split Chocolate Stout","SC, USA","Milk Stout","7.50%","3.633 (3)",3.633,3,"SC","south carolina"
980,"968","Terrapin Side Project Volume 13: Big Daddy Vlady's Russian Imperial Stout","GA, USA","Imperial Stout","10.25%","3.633 (3)",3.633,3,"GA","georgia"
981,"969","Titletown Hop Monster","WI, USA","Imperial IPA","9.20%","3.633 (3)",3.633,3,"WI","wisconsin"
982,"970","Real Ale / 3 Floyds / Surly Blakkr Imperial Black Ale","TX, USA","American Black Ale","9%","3.633 (3)",3.633,3,"TX","texas"
983,"971","Samuel Adams Whitewater IPA","MA, USA","IPA","5.80%","3.632 (16)",3.632,16,"MA","massachusetts"
984,"972","Grand Teton Black Cauldron Imperial Stout","ID, USA","Imperial Stout","7.50%","3.631 (13)",3.631,13,"ID","idaho"
985,"973","Surly CynicAle","MN, USA","Saison","6.60%","3.630 (20)",3.63,20,"MN","minnesota"
986,"974","Central Waters Illumination Double IPA","WI, USA","Imperial IPA","9%","3.630 (7)",3.63,7,"WI","wisconsin"
987,"975","Speakeasy Payback Porter","CA, USA","Imperial Porter","7.50%","3.630 (7)",3.63,7,"CA","california"
989,"976","Ringneck Olde 21 Imperial IPA","OH, USA","Imperial IPA","8.50%","3.630 (7)",3.63,7,"OH","ohio"
990,"977","He'Brew Jewbelation Fifteen","CA, USA","Strong Ale","15%","3.630 (7)",3.63,7,"CA","california"
991,"978","Goose Island Pere Jacques","IL, USA","Belgian Strong Ale","9%","3.629 (38)",3.629,38,"IL","illinois"
992,"979","Eel River Organic Triple Exultation","CA, USA","Old Ale","9.70%","3.629 (14)",3.629,14,"CA","california"
993,"980","Allagash Victor","ME, USA","Belgian Strong Ale","9.30%","3.629 (14)",3.629,14,"ME","maine"
994,"981","Ommegang Game of Thrones #2 - Take the Black Stout","NY, USA","Stout","7%","3.629 (14)",3.629,14,"NY","new york"
995,"982","Ballast Point Tongue Buckler","CA, USA","Amber Ale","6.40%","3.629 (11)",3.629,11,"CA","california"
996,"983","Chatoe Rogue Pumpkin Patch Ale","OR, USA","Spiced Beer","6%","3.629 (11)",3.629,11,"OR","oregon"
997,"984","Big Sky Ivan the Terrible Imperial Stout","MT, USA","Imperial Stout","10%","3.629 (4)",3.629,4,"MT","montana"
998,"985","Iron Hill Wee Heavy","DE, USA","Scottish Ale","-","3.629 (4)",3.629,4,"DE","delaware"
999,"986","Walking Man Black Cherry Stout","WA, USA","Fruit Stout","7.20%","3.629 (4)",3.629,4,"WA","washington"
1000,"987","Thunderhead Dry Stout","NE, USA","Dry Stout","-","3.629 (4)",3.629,4,"NE","nebraska"
1001,"988","Terrapin Oaked Big Hoppy Monster","GA, USA","Imperial IPA","9.10%","3.629 (4)",3.629,4,"GA","georgia"
1002,"989","The Bruery Filmishmish","CA, USA","Wild Ale","5.80%","3.629 (4)",3.629,4,"CA","california"
1003,"990","Sierra Nevada Barrel Aged Life & Limb","CA, USA","Strong Ale","10.20%","3.629 (4)",3.629,4,"CA","california"
1004,"991","Sierra Nevada Ovila Golden","CA, USA","Belgian Strong Ale","8.50%","3.629 (4)",3.629,4,"CA","california"
1005,"992","Sixpoint Hi-Res","NY, USA","Imperial IPA","11.10%","3.629 (4)",3.629,4,"NY","new york"
1006,"993","Hoppin' Frog Silk Porter","OH, USA","Porter","6.20%","3.627 (8)",3.627,8,"OH","ohio"
1007,"994","New Belgium Lips of Faith Dark Kriek","CO, USA","Fruit Beer","8%","3.627 (8)",3.627,8,"CO","colorado"
1008,"995","Ommegang Game Of Thrones #4 - Valar Morghulis","NY, USA","Abbey Dubbel","8%","3.627 (8)",3.627,8,"NY","new york"
1009,"996","Schlafly Oatmeal Stout","MO, USA","Oatmeal Stout","5.70%","3.626 (20)",3.626,20,"MO","missouri"
1010,"997","Sweetwater Exodus Porter","GA, USA","Porter","6.20%","3.625 (25)",3.625,25,"GA","georgia"
1011,"998","Lagunitas 2009 Correction ale","CA, USA","IPA","6.33%","3.625 (13)",3.625,13,"CA","california"
1012,"999","New Glarus Unplugged Bohemian Lager","WI, USA","Bohemian / Czech Pilsener","-","3.625 (9)",3.625,9,"WI","wisconsin"
1013,"1000","Samuel Adams The Vixen Chocolate Chili Bock","MA, USA","Spiced Beer","8.50%","3.625 (9)",3.625,9,"MA","massachusetts"
